,index,set_code,set_name,set_link
249,0,xypromo-100,XY プロモーションカード【001〜100】,https://yuyu-tei.jp/sell/poc/s/xypromo-100
250,0,xypromo-other,XY プロモーションカード【その他】,https://yuyu-tei.jp/sell/poc/s/xypromo-other
251,0,bwpromo-300,BW プロモーションカード【201〜300】,https://yuyu-tei.jp/sell/poc/s/bwpromo-300
252,0,bwpromo-200,BW プロモーションカード【101〜200】,https://yuyu-tei.jp/sell/poc/s/bwpromo-200
253,0,bwpromo-100,BW プロモーションカード【001〜100】,https://yuyu-tei.jp/sell/poc/s/bwpromo-100
254,0,bwpromo-other,BW プロモーションカード【その他】,https://yuyu-tei.jp/sell/poc/s/bwpromo-other
255,0,damage,ダメージ品販売,https://yuyu-tei.jp/sell/poc/s/damage
256,0,sale,特価販売品,https://yuyu-tei.jp/sell/poc/s/sale
257,0,bag,くじ・福袋,https://yuyu-tei.jp/sell/poc/m/bag
258,0,set,セット販売,https://yuyu-tei.jp/sell/poc/m/set
259,0,deck,デッキセット販売,https://yuyu-tei.jp/sell/poc/m/deck
